street_name,number,url,m2,price,price/m2,city,country,full_address,lat,lon,neighborhood,indeling_kamers,indeling_badkamers,indeling_voorzieningen,indeling_woonlagen,indeling_verdieping,indeling_energielabel,indeling_isolatie,indeling_verwarming,indeling_warm_water,kadaster_eigendomssituatie,kadaster_lasten,listing_data_soort_appartement,listing_data_soort_bouw,listing_data_bouwjaar,listing_data_soort_dak,listing_data_gebouwgebonden_buitenruimte_m2,listing_data_externe_bergruimte_m2,listing_data_inhoud_m3,overdracht_vraagprijs,overdracht_prijs_per_m2,overdracht_aangeboden_sinds,overdracht_status,overdracht_aanvaarding,overdracht_servicekosten,energy_label,surface_gebouwgebonden_buitenruimte_m2,surface_externe_bergruimte_m2,surface_inhoud_m3,aangeboden_date,servicekosten_num,has_berging,has_balkon,kadaster_lasten_price,kadaster_lasten_year,eigendom_year,woonlaag_num,num_kamers,num_badkamers,woonlagen_num,beschikbaar
Marcantilaan,19,https://www.funda.nl/detail/koop/amsterdam/appartement-marcantilaan-19/43907675/,40,385000,9625.0,Amsterdam,Netherlands,"Marcantilaan 19, Amsterdam, Netherlands",52.3753758,4.8680821,staatsliedenbuurt,2 kamers (1 slaapkamer),,,1 woonlaag,5e woonlaag,CWat betekent dit?,Dubbel glas en HR-glas,Cv-ketel,Cv-ketel,Gemeentelijke erfpacht,Afgekocht tot 30-11-2035,Bovenwoning,Bestaande bouw,1985,Plat dak bedekt met bitumineuze dakbedekking,7.0,4.0,134.0,€ 385.000 kosten koper,€ 9.625,5 weken,,In overleg,"€ 106,00 per maand",C,7.0,4.0,134.0,2025-05-13,106.0,True,True,0.0,2035.0,0,5.0,2,0,1,False
Ten Katestraat,59-4,https://www.funda.nl/detail/koop/amsterdam/appartement-ten-katestraat-59-4/43936921/,44,425000,9659.09,Amsterdam,Netherlands,"Ten Katestraat 59-4, Amsterdam, Netherlands",52.3666452,4.8672309,amsterdam-west,1 badkamer en 1 apart toilet,,"Dakraam, mechanische ventilatie, en TV kabel",1 woonlaag,4e woonlaag,AWat betekent dit?,"Dakisolatie, dubbel glas, HR-glas en muurisolatie",Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1894,Plat dak bedekt met bitumineuze dakbedekking,27.0,,135.0,€ 425.000 kosten koper,€ 9.659,3 weken,,In overleg,"€ 103,00 per maand",A,27.0,,135.0,2025-05-27,103.0,False,True,,,9999,4.0,,1,1,False
Kerkstraat,24-c,https://www.funda.nl/detail/koop/amsterdam/appartement-kerkstraat-24-c/43931913/,44,425000,9659.09,Amsterdam,Netherlands,"Kerkstraat 24-c, Amsterdam, Netherlands",52.3658839,4.884491,centrum,1 badkamer,,"Airconditioning, mechanische ventilatie, en TV kabel",1 woonlaag,2e woonlaag,AWat betekent dit?,Dakisolatie en driedubbel glas,Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1976,Plat dak,3.0,4.0,145.0,€ 425.000 kosten koper,€ 9.659,2 weken,,In overleg,"€ 290,59 per maand",A,3.0,4.0,145.0,2025-06-03,290.59,True,True,,,9999,2.0,,1,1,False
Kinkerstraat,352-c,https://www.funda.nl/detail/koop/amsterdam/appartement-kinkerstraat-352-c/43935549/,44,425000,9659.09,Amsterdam,Netherlands,"Kinkerstraat 352-c, Amsterdam, Netherlands",52.364743,4.8618649,amsterdam-west,1 badkamer,,Frans balkon en mechanische ventilatie,1 woonlaag,1e woonlaag,BWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1902,,9.0,,143.0,€ 425.000 kosten koper,€ 9.659,3 weken,,In overleg,"€ 68,00 per maand",B,9.0,,143.0,2025-05-27,68.0,False,True,,,9999,1.0,,1,1,False
Ten Katestraat,47-1,https://www.funda.nl/detail/koop/amsterdam/appartement-ten-katestraat-47-1/43933085/,44,425000,9659.09,Amsterdam,Netherlands,"Ten Katestraat 47-1, Amsterdam, Netherlands",52.3668692,4.8670814,amsterdam-west,1 badkamer,,"Douche, ligbad, toilet, en wastafel",2 woonlagen en een zolder,1e woonlaag,CWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Volle eigendom,,Tussenverdieping (appartement),Bestaande bouw,1894,,4.0,,138.0,€ 425.000 kosten koper,€ 9.659,2 weken,Beschikbaar,In overleg,"€ 162,85 per maand",C,4.0,,138.0,2025-06-03,162.85,False,True,,,9999,1.0,,1,,True
Visseringstraat,1/Mar,https://www.funda.nl/detail/koop/amsterdam/appartement-visseringstraat-3-1/43917539/,31,300000,9677.42,Amsterdam,Netherlands,"Visseringstraat 3-1, Amsterdam, Netherlands",52.3782764,4.8695471,staatsliedenbuurt,1 badkamer,,Natuurlijke ventilatie en TV kabel,1 woonlaag,1e woonlaag,EWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1916,Zadeldak bedekt met bitumineuze dakbedekking,2.0,,100.0,€ 300.000 kosten koper,€ 9.677,5 weken,Beschikbaar,In overleg,,E,2.0,,100.0,2025-05-13,,False,True,,,9999,1.0,,1,1,True
Warmondstraat,61-3,https://www.funda.nl/detail/koop/amsterdam/appartement-warmondstraat-61-3/43919298/,49,475000,9693.88,Amsterdam,Netherlands,"Warmondstraat 61-3, Amsterdam, Netherlands",52.3565723,4.8496021,hoofddroppleinbuurt,1 badkamer,,Mechanische ventilatie,1 woonlaag,4e woonlaag,EWat betekent dit?,Gedeeltelijk dubbel glas,Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1931,,6.0,,166.0,€ 475.000 kosten koper,€ 9.694,4 weken,Beschikbaar,In overleg,"€ 64,57 per maand",E,6.0,,166.0,2025-05-20,64.57,False,True,,,9999,4.0,,1,1,True
Baarsjesweg,269-e,https://www.funda.nl/detail/koop/amsterdam/appartement-baarsjesweg-269-e/43929848/,50,485000,9700.0,Amsterdam,Netherlands,"Baarsjesweg 269-e, Amsterdam, Netherlands",52.3605599,4.8564782,Unknown,1 badkamer,,"Dakraam, mechanische ventilatie, schuifpui, en TV kabel",1 woonlaag,Begane grond,BWat betekent dit?,"Dakisolatie, HR-glas, muurisolatie en vloerisolatie",Cv-ketel en gehele vloerverwarming,Cv-ketel,Volle eigendom,,Benedenwoning,Bestaande bouw,2016,Plat dak bedekt met bitumineuze dakbedekking,30.0,,170.0,€ 485.000 kosten koper,€ 9.700,3 weken,,In overleg,"€ 85,00 per maand",B,30.0,,170.0,2025-05-27,85.0,False,True,,,9999,0.0,,1,1,False
Beulingstraat,4-t,https://www.funda.nl/detail/koop/amsterdam/appartement-beulingstraat-4-t/43056366/,50,485000,9700.0,Amsterdam,Netherlands,"Beulingstraat 4-t, Amsterdam, Netherlands",52.3680539,4.8875502,centrum,1 badkamer,,"Ligbad, toilet, wastafel, en wastafelmeubel",1 woonlaag en een vliering,4e woonlaag,Niet beschikbaar,Grotendeels dubbelglas,Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1700,Zadeldak bedekt met pannen,,5.0,239.0,€ 485.000 kosten koper,€ 9.700,12 juni 2025,Beschikbaar,In overleg,"€ 193,55 per maand",Niet beschikbaar,,5.0,239.0,2025-06-12,193.55,True,False,,,9999,4.0,,1,1,True
Eerste Rozendwarsstraat,13-h,https://www.funda.nl/detail/koop/amsterdam/appartement-eerste-rozendwarsstraat-13-h/43056213/,51,495000,9705.88,Amsterdam,Netherlands,"Eerste Rozendwarsstraat 13-h, Amsterdam, Netherlands",52.3728418,4.880595,jordaan,1 badkamer,,"Dakraam, mechanische ventilatie, en natuurlijke ventilatie",1 woonlaag,Begane grond,BWat betekent dit?,,Cv-ketel,Cv-ketel,Volle eigendom,,Benedenwoning (appartement met open portiek),Bestaande bouw,,Zadeldak bedekt met pannen,,,212.0,€ 495.000 kosten koper,€ 9.706,11 juni 2025,Beschikbaar,In overleg,"€ 99,34 per maand",B,,,212.0,2025-06-11,99.34,False,False,,,9999,0.0,,1,1,True
Van Linschotenstraat,39,https://www.funda.nl/detail/koop/amsterdam/appartement-van-linschotenstraat-39/43903019/,36,350000,9722.22,Amsterdam,Netherlands,"Van Linschotenstraat 39, Amsterdam, Netherlands",52.3892555,4.8874729,houthavens,2 kamers (1 slaapkamer),,TV kabel,1 woonlaag,Begane grond,DWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Volle eigendom,,Benedenwoning (appartement),Bestaande bouw,1915,,,,141.0,€ 350.000 kosten koper,€ 9.722,5 weken,Beschikbaar,In overleg,"€ 80,00 per maand",D,,,141.0,2025-05-13,80.0,False,False,,,9999,0.0,2,0,1,True
Frederiksstraat,23-1,https://www.funda.nl/detail/koop/amsterdam/appartement-frederiksstraat-23-1/43907502/,41,399000,9731.71,Amsterdam,Netherlands,"Frederiksstraat 23-1, Amsterdam, Netherlands",52.3579912,4.8593759,Unknown,1 badkamer,,"Glasvezelkabel, mechanische ventilatie, natuurlijke ventilatie, en TV kabel",1 woonlaag,2e woonlaag,EWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1882,Samengesteld dak bedekt met pannen,,,146.0,€ 399.000 kosten koper,€ 9.732,5 weken,,In overleg,"€ 75,00 per maand",E,,,146.0,2025-05-13,75.0,False,False,,,9999,2.0,,1,1,False
Planciusstraat,19-c6,https://www.funda.nl/detail/koop/amsterdam/appartement-planciusstraat-19-c6/43058834/,40,390000,9750.0,Amsterdam,Netherlands,"Planciusstraat 19-c6, Amsterdam, Netherlands",52.3872055,4.8853756,houthavens,1 badkamer,,Lift en mechanische ventilatie,1 woonlaag,,AWat betekent dit?,HR-glas,Gehele vloerverwarming,Centrale voorziening,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1970,,,,122.0,€ 390.000 kosten koper,€ 9.750,11 juni 2025,Beschikbaar,In overleg,"€ 190,41 per maand",A,,,122.0,2025-06-11,190.41,False,False,,,9999,,,1,1,True
Geuzenstraat,45-h,https://www.funda.nl/detail/koop/amsterdam/appartement-geuzenstraat-45-h/43974611/,41,400000,9756.1,Amsterdam,Netherlands,"Geuzenstraat 45-h, Amsterdam, Netherlands",52.3719723,4.8645395,erasmusbuurt,1 badkamer en 1 apart toilet,,,1 woonlaag,1e woonlaag,DWat betekent dit?,,Cv-ketel,Cv-ketel,Gemeentelijke erfpacht (einddatum erfpacht: 15-09-2058),Afgekocht tot 15-09-2058,Portiekflat (appartement),Bestaande bouw,1935,Plat dak bedekt met bitumineuze dakbedekking,4.0,,135.0,€ 400.000 kosten koper,€ 9.756,7 weken,,Beschikbaar per 01-08-2025,"€ 125,00 per maand",D,4.0,,135.0,2025-04-29,125.0,False,True,0.0,2058.0,2058,1.0,,1,1,False
Kanaalstraat,160-2,https://www.funda.nl/detail/koop/amsterdam/appartement-kanaalstraat-160-2/43891947/,50,489000,9780.0,Amsterdam,Netherlands,"Kanaalstraat 160-2, Amsterdam, Netherlands",52.3613443,4.8594974,amsterdam-west,1 badkamer en 1 apart toilet,,Frans balkon en TV kabel,1 woonlaag,3e woonlaag,EWat betekent dit?,,Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1906,Plat dak bedekt met bitumineuze dakbedekking,4.0,5.0,178.0,€ 489.000 kosten koper,€ 9.780,4 maanden,,In overleg,"€ 75,00 per maand",E,4.0,5.0,178.0,2025-02-17,75.0,True,True,,,9999,3.0,,1,1,False
Elandsgracht,61-c,https://www.funda.nl/detail/koop/amsterdam/appartement-elandsgracht-61-c/43065615/,46,450000,9782.61,Amsterdam,Netherlands,"Elandsgracht 61-c, Amsterdam, Netherlands",52.3692995,4.8803414,jordaan,2 kamers (1 slaapkamer),,,1 woonlaag,2e woonlaag,BWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,2005,,2.0,,155.0,€ 450.000 kosten koper,€ 9.783,Vandaag,Beschikbaar,In overleg,"€ 100,00 per maand",B,2.0,,155.0,2025-06-17,100.0,False,True,,,9999,2.0,2,0,1,True
De Wittenkade,95-2,https://www.funda.nl/detail/koop/amsterdam/appartement-de-wittenkade-95-2/43902162/,46,450000,9782.61,Amsterdam,Netherlands,"De Wittenkade 95-2, Amsterdam, Netherlands",52.3832007,4.877627,staatsliedenbuurt,1 badkamer en 1 apart toilet,,"Natuurlijke ventilatie, TV kabel, en zonnepanelen",1 woonlaag,2e woonlaag,DWat betekent dit?,Driedubbel glas,Cv-ketel,Cv-ketel,Erfpacht,"€ 246,36 per jaar",Tussenverdieping (appartement),Bestaande bouw,1904,,4.0,,120.0,€ 450.000 kosten koper,€ 9.783,5 weken,,In overleg,"€ 133,50 per maand",D,4.0,,120.0,2025-05-13,133.5,False,True,246.36,,0,2.0,,1,1,False
Kanaalstraat,69-h,https://www.funda.nl/detail/koop/amsterdam/appartement-kanaalstraat-69-h/43998141/,24,235000,9791.67,Amsterdam,Netherlands,"Kanaalstraat 69-h, Amsterdam, Netherlands",52.3623636,4.8645512,amsterdam-west,1 badkamer,,"Frans balkon, glasvezelkabel, mechanische ventilatie, en rookkanaal",1 woonlaag,,BWat betekent dit?,"HR-glas, muurisolatie, vloerisolatie en volledig geïsoleerd",Cv-ketel,Cv-ketel,Eigendom belast met erfpacht,"€ 3.015,00 per jaar met optie tot afkopen",Bovenwoning (appartement),Bestaande bouw,1902,Samengesteld dak bedekt met pannen,,,65.0,€ 235.000 kosten koper,€ 9.792,7 weken,,In overleg,"€ 56,00 per maand",B,,,65.0,2025-04-29,56.0,False,False,3015.0,,0,,,1,1,False
Joan Melchior Kemperstraat,42-3,https://www.funda.nl/detail/koop/amsterdam/appartement-joan-melchior-kemperstraat-42-3/43916855/,39,382500,9807.69,Amsterdam,Netherlands,"Joan Melchior Kemperstraat 42-3, Amsterdam, Netherlands",52.3850216,4.8745946,staatsliedenbuurt,1 badkamer,,Mechanische ventilatie en TV kabel,1 woonlaag,3e woonlaag,BWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1900,Zadeldak bedekt met pannen,2.0,,134.0,€ 382.500 kosten koper,€ 9.808,5 weken,Beschikbaar,In overleg,"€ 100,00 per maand",B,2.0,,134.0,2025-05-13,100.0,False,True,,,9999,3.0,,1,1,True
Kinkerstraat,69-4v,https://www.funda.nl/detail/koop/amsterdam/appartement-kinkerstraat-69-4v/43059822/,32,315000,9843.75,Amsterdam,Netherlands,"Kinkerstraat 69-4v, Amsterdam, Netherlands",52.3670057,4.8718361,amsterdam-west,1 badkamer,,Airconditioning,1 woonlaag,,GWat betekent dit?,,Gaskachels,Elektrische boiler,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1893,Zadeldak,,,104.0,€ 315.000 kosten koper,€ 9.844,12 juni 2025,Beschikbaar,In overleg,"€ 90,96 per maand",G,,,104.0,2025-06-12,90.96,False,False,,,9999,,,1,1,True
Kinkerstraat,69-1a,https://www.funda.nl/detail/koop/amsterdam/appartement-kinkerstraat-69-1a/43971361/,32,315000,9843.75,Amsterdam,Netherlands,"Kinkerstraat 69-1a, Amsterdam, Netherlands",52.3670068,4.871837,amsterdam-west,1 badkamer,,Natuurlijke ventilatie en TV kabel,1 woonlaag,1e woonlaag,DWat betekent dit?,,Cv-ketel en gaskachels,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1893,Zadeldak bedekt met pannen,,,100.0,€ 315.000 kosten koper,€ 9.844,2 maanden,,Per direct beschikbaar,"€ 90,96 per maand",D,,,100.0,2025-04-17,90.96,False,False,,,9999,1.0,,1,1,False
Admiraal De Ruijterweg,257-4a,https://www.funda.nl/detail/koop/amsterdam/appartement-admiraal-de-ruijterweg-257-4a/43996287/,34,335000,9852.94,Amsterdam,Netherlands,"Admiraal De Ruijterweg 257-4a, Amsterdam, Netherlands",52.3785083,4.8569725,bos en lommer,1 badkamer,,TV kabel,1 woonlaag,,Niet beschikbaar,Dubbel glas,Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1911,Plat dak bedekt met bitumineuze dakbedekking,20.0,,118.0,€ 335.000 kosten koper,€ 9.853,7 weken,,In overleg,"€ 31,43 per maand",Niet beschikbaar,20.0,,118.0,2025-04-29,31.43,False,True,,,9999,,,1,1,False
Geuzenstraat,41-h,https://www.funda.nl/detail/koop/amsterdam/appartement-geuzenstraat-41-h/43957913/,39,385000,9871.79,Amsterdam,Netherlands,"Geuzenstraat 41-h, Amsterdam, Netherlands",52.3718645,4.8645554,erasmusbuurt,1 badkamer en 1 apart toilet,,Natuurlijke ventilatie,1 woonlaag,1e woonlaag,DWat betekent dit?,Dubbel glas en muurisolatie,Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht (einddatum erfpacht: 15-09-2058),Eeuwigdurend afgekocht,Bovenwoning (bel-etage),Bestaande bouw,1935,Plat dak bedekt met bitumineuze dakbedekking,5.0,6.0,151.0,€ 385.000 kosten koper,€ 9.872,2 maanden,,In overleg,"€ 125,17 per maand",D,5.0,6.0,151.0,2025-04-17,125.17,True,True,0.0,2099.0,2058,1.0,,1,1,False
Van Hogendorpstraat,143-h,https://www.funda.nl/detail/koop/amsterdam/appartement-van-hogendorpstraat-143-h/43843643/,40,395000,9875.0,Amsterdam,Netherlands,"Van Hogendorpstraat 143-h, Amsterdam, Netherlands",52.3829947,4.8737666,staatsliedenbuurt,1 badkamer,,"Inloopdouche, ligbad, toilet, en wastafel",1 woonlaag,Begane grond,CWat betekent dit?,,,,Volle eigendom,,Benedenwoning (appartement),Bestaande bouw,1903,,30.0,,194.0,€ 395.000 kosten koper,€ 9.875,2 maanden,,Per direct beschikbaar,"€ 200,00 per maand",C,30.0,,194.0,2025-04-17,200.0,False,True,,,9999,0.0,,1,1,False
Jacob Van Lennepkade,404-1,https://www.funda.nl/detail/koop/amsterdam/appartement-jacob-van-lennepkade-404-1/43883665/,40,395000,9875.0,Amsterdam,Netherlands,"Jacob Van Lennepkade 404-1, Amsterdam, Netherlands",52.3622509,4.8592665,amsterdam-west,2 kamers (1 slaapkamer),,Mechanische ventilatie en TV kabel,1 woonlaag,1e woonlaag,BWat betekent dit?,Dubbel glas en muurisolatie,Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning,Bestaande bouw,1905,,5.0,,140.0,€ 395.000 kosten koper,€ 9.875,4 maanden,,In overleg,"€ 80,00 per maand",B,5.0,,140.0,2025-02-17,80.0,False,True,,,9999,1.0,2,0,1,False
Marnixstraat,93-e,https://www.funda.nl/detail/koop/amsterdam/appartement-marnixstraat-93-e/43932265/,41,405000,9878.05,Amsterdam,Netherlands,"Marnixstraat 93-e, Amsterdam, Netherlands",52.3816715,4.8814924,jordaan,1 badkamer en 1 apart toilet,,"Dakraam, lift, mechanische ventilatie, en schuifpui",1 woonlaag,4e woonlaag,CWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1905,Zadeldak bedekt met bitumineuze dakbedekking,4.0,,175.0,€ 405.000 kosten koper,€ 9.878,2 weken,,In overleg,"€ 182,00 per maand",C,4.0,,175.0,2025-06-03,182.0,False,True,,,9999,4.0,,1,1,False
Prinsengracht,126-ha,https://www.funda.nl/detail/koop/amsterdam/appartement-prinsengracht-126-ha/43945151/,42,415000,9880.95,Amsterdam,Netherlands,"Prinsengracht 126-ha, Amsterdam, Netherlands",52.3761012,4.8839629,jordaan,1 badkamer en 1 apart toilet,,Natuurlijke ventilatie,2 woonlagen,Begane grond,Niet verplicht,Gedeeltelijk dubbel glas en vloerisolatie,Cv-ketel en gedeeltelijke vloerverwarming,Cv-ketel,Volle eigendom,,Benedenwoning (appartement),Bestaande bouw,1755,,,,151.0,€ 415.000 kosten koper,€ 9.881,2 weken,Beschikbaar,In overleg,"€ 161,56 per maand",Niet verplicht,,,151.0,2025-06-03,161.56,False,False,,,9999,0.0,,1,,True
Van Hogendorpstraat,112-h,https://www.funda.nl/detail/koop/amsterdam/appartement-van-hogendorpstraat-112-h/43923600/,49,485000,9897.96,Amsterdam,Netherlands,"Van Hogendorpstraat 112-h, Amsterdam, Netherlands",52.3831295,4.8734267,staatsliedenbuurt,1 badkamer,,"Glasvezelkabel, mechanische ventilatie, en TV kabel",1 woonlaag,Begane grond,CWat betekent dit?,"Dubbel glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,Volle eigendom,,Benedenwoning (appartement),Bestaande bouw,1905,Plat dak bedekt met bitumineuze dakbedekking,,,172.0,€ 485.000 kosten koper,€ 9.898,3 weken,,In overleg,"€ 117,50 per maand",C,,,172.0,2025-05-27,117.5,False,False,,,9999,0.0,,1,1,False
Potgieterstraat,73-4,https://www.funda.nl/detail/koop/amsterdam/appartement-potgieterstraat-73-4/43914431/,50,495000,9900.0,Amsterdam,Netherlands,"Potgieterstraat 73-4, Amsterdam, Netherlands",52.3688922,4.8713012,amsterdam-west,3 kamers (2 slaapkamers),,"Dakraam, natuurlijke ventilatie, en TV kabel",1 woonlaag,4e woonlaag,CWat betekent dit?,Dakisolatie en dubbel glas,Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1890,Plat dak,,,155.0,€ 495.000 kosten koper,€ 9.900,4 weken,,In overleg,"€ 111,00 per maand",C,,,155.0,2025-05-20,111.0,False,False,,,9999,4.0,3,0,1,False
Kanaalstraat,197-h,https://www.funda.nl/detail/koop/amsterdam/appartement-kanaalstraat-197-h/43915528/,50,495000,9900.0,Amsterdam,Netherlands,"Kanaalstraat 197-h, Amsterdam, Netherlands",52.3606162,4.8574952,Unknown,1 badkamer en 1 apart toilet,,Mechanische ventilatie,1 woonlaag,Begane grond,DWat betekent dit?,HR-glas,Cv-ketel,Cv-ketel,Volle eigendom,,Benedenwoning (appartement),Bestaande bouw,1913,,13.0,,145.0,€ 495.000 kosten koper,€ 9.900,5 weken,,In overleg,,D,13.0,,145.0,2025-05-13,,False,True,,,9999,0.0,,1,1,False
Lange Leidsedwarsstraat,44-c,https://www.funda.nl/detail/koop/amsterdam/appartement-lange-leidsedwarsstraat-44-c/43999190/,40,397500,9937.5,Amsterdam,Netherlands,"Lange Leidsedwarsstraat 44-c, Amsterdam, Netherlands",52.3651036,4.8827678,Unknown,1 badkamer,,Mechanische ventilatie en TV kabel,1 woonlaag,3e woonlaag,AWat betekent dit?,"Dakisolatie, dubbel glas, HR-glas, muurisolatie en vloerisolatie",Cv-ketel,Cv-ketel,Eigendom belast met erfpacht (einddatum erfpacht: 30-06-2058),"€ 829,64 per jaar",Bovenwoning (appartement),Bestaande bouw,1905,,5.0,,141.0,€ 397.500 kosten koper,€ 9.938,6 weken,,In overleg,"€ 56,90 per maand",A,5.0,,141.0,2025-05-06,56.9,False,True,829.64,,2058,3.0,,1,1,False
Korte Geuzenstraat,403,https://www.funda.nl/detail/koop/amsterdam/appartement-korte-geuzenstraat-403/43928269/,30,300000,10000.0,Amsterdam,Netherlands,"Korte Geuzenstraat 403, Amsterdam, Netherlands",52.3708945,4.8649369,erasmusbuurt,1 badkamer,,Lift,1 woonlaag,3e woonlaag,Niet verplicht,Dubbel glas en HR-glas,Blokverwarming,Centrale voorziening,Gemeentelijke erfpacht (einddatum erfpacht: 30-04-2046),Afgekocht tot 30-04-2046,Bovenwoning (appartement),Bestaande bouw,1942,Plat dak,,,104.0,€ 300.000 kosten koper,€ 10.000,3 weken,,In overleg,"€ 264,77 per maand",Niet verplicht,,,104.0,2025-05-27,264.77,False,False,0.0,2046.0,2046,3.0,,1,1,False
Groen Van Prinstererstraat,52-3,https://www.funda.nl/detail/koop/amsterdam/appartement-groen-van-prinstererstraat-52-3/43909241/,35,350000,10000.0,Amsterdam,Netherlands,"Groen Van Prinstererstraat 52-3, Amsterdam, Netherlands",52.3831141,4.8721488,staatsliedenbuurt,1 badkamer,,Mechanische ventilatie,1 woonlaag,4e woonlaag,DWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1911,,6.0,,122.0,€ 350.000 kosten koper,€ 10.000,5 weken,,In overleg,"€ 110,00 per maand",D,6.0,,122.0,2025-05-13,110.0,False,True,,,9999,4.0,,1,1,False
Tweede Tuindwarsstraat,10-c,https://www.funda.nl/detail/koop/amsterdam/appartement-tweede-tuindwarsstraat-10-c/43058704/,40,400000,10000.0,Amsterdam,Netherlands,"Tweede Tuindwarsstraat 10-c, Amsterdam, Netherlands",52.3771425,4.8816763,jordaan,1 badkamer,,Buitenzonwering en TV kabel,1 woonlaag,3e woonlaag,BWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,1882,,,,132.0,€ 400.000 kosten koper,€ 10.000,12 juni 2025,Beschikbaar,In overleg,"€ 100,00 per maand",B,,,132.0,2025-06-12,100.0,False,False,,,9999,3.0,,1,1,True
Goudsbloemstraat,32-1,https://www.funda.nl/detail/koop/amsterdam/appartement-goudsbloemstraat-32-1/43861846/,43,430000,10000.0,Amsterdam,Netherlands,"Goudsbloemstraat 32-1, Amsterdam, Netherlands",52.3809792,4.8856568,jordaan,1 badkamer,,Mechanische ventilatie,1 woonlaag,1e woonlaag,BWat betekent dit?,,Cv-ketel,Cv-ketel,Volle eigendom,,Tussenverdieping (appartement),Bestaande bouw,1900,,,,139.0,€ 430.000 kosten koper,€ 10.000,5 maanden,,In overleg,"€ 118,00 per maand",B,,,139.0,2025-01-17,118.0,False,False,,,9999,1.0,,1,1,False
Van Limburg Stirumplein,24-2,https://www.funda.nl/detail/koop/amsterdam/appartement-van-limburg-stirumplein-24-2/43945618/,36,360000,10000.0,Amsterdam,Netherlands,"Van Limburg Stirumplein 24-2, Amsterdam, Netherlands",52.3842307,4.8746918,staatsliedenbuurt,1 badkamer,,Natuurlijke ventilatie en TV kabel,1 woonlaag,2e woonlaag,CWat betekent dit?,"Dubbel glas, HR-glas en muurisolatie",Cv-ketel,Cv-ketel,Gemeentelijk eigendom belast met erfpacht,Afgekocht tot 15-06-2054,Bovenwoning (appartement),Bestaande bouw,1899,Plat dak bedekt met bitumineuze dakbedekking,6.0,4.0,120.0,€ 360.000 kosten koper,€ 10.000,2 weken,,In overleg,"€ 129,33 per maand",C,6.0,4.0,120.0,2025-06-03,129.33,True,True,0.0,2054.0,0,2.0,,1,1,False
Bilderdijkstraat,209-1,https://www.funda.nl/detail/koop/amsterdam/appartement-bilderdijkstraat-209-1/43933421/,45,450000,10000.0,Amsterdam,Netherlands,"Bilderdijkstraat 209-1, Amsterdam, Netherlands",52.3660246,4.8733019,amsterdam-west,1 badkamer en 1 apart toilet,,TV kabel,1 woonlaag,1e woonlaag,AWat betekent dit?,Dubbel glas,Cv-ketel,Cv-ketel,Volle eigendom,,Bovenwoning (appartement),Bestaande bouw,,Zadeldak bedekt met bitumineuze dakbedekking en pannen,13.0,,160.0,€ 450.000 kosten koper,€ 10.000,2 weken,,In overleg,"€ 75,00 per maand",A,13.0,,160.0,2025-06-03,75.0,False,True,,,9999,1.0,,1,1,False
